CL,TP,FP,FN,T,T_T,T_P,Instances,Precision,Recall
1485,1485,0,0,2.183478832244873,0.0020568370819091797,2.181421995162964,105_1485,1.0,1.0
210,210,0,0,0.3114736080169678,0.0020568370819091797,0.3094167709350586,105_210,1.0,1.0
2145,2145,0,0,3.5166335105895996,0.0020568370819091797,3.5145766735076904,105_2145,1.0,1.0
3003,3003,0,0,4.585108518600464,0.0020568370819091797,4.583051681518555,105_3003,1.0,1.0
378,378,0,0,0.6255326271057129,0.0020568370819091797,0.6234757900238037,105_378,1.0,1.0
4095,4095,0,0,6.3547844886779785,0.0020568370819091797,6.352727651596069,105_4095,1.0,1.0
45,45,0,0,0.07285189628601074,0.0020568370819091797,0.07079505920410156,105_45,1.0,1.0
630,630,0,0,0.9375228881835938,0.0020568370819091797,0.9354660511016846,105_630,1.0,1.0
990,990,0,0,2.0636870861053467,0.0020568370819091797,2.0616302490234375,105_990,1.0,1.0
105,105,0,0,0.22267985343933105,0.01547098159790039,0.20720887184143066,1485_105,1.0,1.0
210,210,0,0,0.4301488399505615,0.01547098159790039,0.41467785835266113,1485_210,1.0,1.0
2145,2145,0,0,3.2622995376586914,0.01547098159790039,3.246828556060791,1485_2145,1.0,1.0
3003,3003,0,0,5.636978626251221,0.01547098159790039,5.62150764465332,1485_3003,1.0,1.0
378,378,0,0,0.5875401496887207,0.01547098159790039,0.5720691680908203,1485_378,1.0,1.0
4095,4095,0,0,6.306297779083252,0.01547098159790039,6.290826797485352,1485_4095,1.0,1.0
45,45,0,0,0.10952949523925781,0.01547098159790039,0.09405851364135742,1485_45,1.0,1.0
630,630,0,0,1.3110642433166504,0.01547098159790039,1.29559326171875,1485_630,1.0,1.0
990,990,0,0,2.12319278717041,0.01547098159790039,2.1077218055725098,1485_990,1.0,1.0
105,105,0,0,0.20864224433898926,0.003584146499633789,0.20505809783935547,210_105,1.0,1.0
1485,1485,0,0,2.3766701221466064,0.003584146499633789,2.3730859756469727,210_1485,1.0,1.0
2145,2145,0,0,4.310346364974976,0.003584146499633789,4.306762218475342,210_2145,1.0,1.0
3003,3003,0,0,5.803325414657593,0.003584146499633789,5.799741268157959,210_3003,1.0,1.0
378,378,0,0,0.5604918003082275,0.003584146499633789,0.5569076538085938,210_378,1.0,1.0
4095,4095,0,0,7.892081022262573,0.003584146499633789,7.8884968757629395,210_4095,1.0,1.0
45,45,0,0,0.09680509567260742,0.003584146499633789,0.09322094917297363,210_45,1.0,1.0
630,630,0,0,1.1462109088897705,0.003584146499633789,1.1426267623901367,210_630,1.0,1.0
990,990,0,0,1.9141197204589844,0.003584146499633789,1.9105355739593506,210_990,1.0,1.0
105,105,0,0,0.1819915771484375,0.021790504455566406,0.1602010726928711,2145_105,1.0,1.0
1485,1485,0,0,2.2726950645446777,0.021790504455566406,2.2509045600891113,2145_1485,1.0,1.0
210,210,0,0,0.3583037853240967,0.021790504455566406,0.3365132808685303,2145_210,1.0,1.0
3003,3003,0,0,5.792314291000366,0.021790504455566406,5.7705237865448,2145_3003,1.0,1.0
378,378,0,0,0.5979273319244385,0.021790504455566406,0.5761368274688721,2145_378,1.0,1.0
4095,4095,0,0,6.396083831787109,0.021790504455566406,6.374293327331543,2145_4095,1.0,1.0
45,45,0,0,0.09433126449584961,0.021790504455566406,0.0725407600402832,2145_45,1.0,1.0
630,630,0,0,0.9810099601745605,0.021790504455566406,0.9592194557189941,2145_630,1.0,1.0
990,990,0,0,1.6846051216125488,0.021790504455566406,1.6628146171569824,2145_990,1.0,1.0
105,105,0,0,0.2563021183013916,0.049344539642333984,0.20695757865905762,3003_105,1.0,1.0
1485,1485,0,0,2.3189010620117188,0.049344539642333984,2.2695565223693848,3003_1485,1.0,1.0
210,210,0,0,0.46581411361694336,0.049344539642333984,0.4164695739746094,3003_210,1.0,1.0
2145,2145,0,0,3.6584341526031494,0.049344539642333984,3.6090896129608154,3003_2145,1.0,1.0
378,378,0,0,0.7992794513702393,0.049344539642333984,0.7499349117279053,3003_378,1.0,1.0
4095,4095,0,0,8.202630281448364,0.049344539642333984,8.15328574180603,3003_4095,1.0,1.0
45,45,0,0,0.14197301864624023,0.049344539642333984,0.09262847900390625,3003_45,1.0,1.0
630,630,0,0,1.2975542545318604,0.049344539642333984,1.2482097148895264,3003_630,1.0,1.0
990,990,0,0,1.5576505661010742,0.049344539642333984,1.5083060264587402,3003_990,1.0,1.0
105,105,0,0,0.1607532501220703,0.003609180450439453,0.15714406967163086,378_105,1.0,1.0
1485,1485,0,0,2.2232043743133545,0.003609180450439453,2.219595193862915,378_1485,1.0,1.0
210,210,0,0,0.31717967987060547,0.003609180450439453,0.313570499420166,378_210,1.0,1.0
2145,2145,0,0,3.375871419906616,0.003609180450439453,3.3722622394561768,378_2145,1.0,1.0
3003,3003,0,0,4.4801108837127686,0.003609180450439453,4.476501703262329,378_3003,1.0,1.0
4095,4095,0,0,6.233044385910034,0.003609180450439453,6.229435205459595,378_4095,1.0,1.0
45,45,0,0,0.07526803016662598,0.003609180450439453,0.07165884971618652,378_45,1.0,1.0
630,630,0,0,0.942908763885498,0.003609180450439453,0.9392995834350586,378_630,1.0,1.0
990,990,0,0,1.4829483032226562,0.003609180450439453,1.4793391227722168,378_990,1.0,1.0
105,105,0,0,0.23440313339233398,0.025487422943115234,0.20891571044921875,4095_105,1.0,1.0
1485,1485,0,0,2.448592185974121,0.025487422943115234,2.423104763031006,4095_1485,1.0,1.0
210,210,0,0,0.44782471656799316,0.025487422943115234,0.42233729362487793,4095_210,1.0,1.0
2145,2145,0,0,4.20933198928833,0.025487422943115234,4.183844566345215,4095_2145,1.0,1.0
