Metric,0,5,10,15,20
CN2,0.9409420686930826,0.952031941,0.9248296625114332,0.9257585708662086,0.9324142299369886
CategoricalNB,0.9860697941373228,0.985740833,0.9856747823650532,0.9848035040964024,0.9843642431429784
DT,0.985132932483338,0.98001843,0.9726315481492724,0.9793454501851828,0.9776515842607796
KNN,0.9666146656619226,0.922111183,0.8615244198917411,0.7967990498341,0.8085277033251652
MLP,0.9812798938221522,0.95996444,0.96067700419887,0.9582994238563882,0.9601739479316632
countcp,0.807117471214834,0.0,0.0,0.0,0.0
random_forest,0.9705029308019506,0.973325411,0.97083374729202,0.9751661580979774,0.9564787803813932
