Metric,0,5,10,15,20
CN2,0.987813364266026,0.898703171,0.9052079605528676,0.9007756669042845,0.8810915674147032
CategoricalNB,0.9419841165919473,0.941661485,0.934326983503856,0.9362309465442,0.9374106313569752
DT,0.9573467749310904,0.957346775,0.9573467749310904,0.9578533512424332,0.9573467749310904
KNN,0.932507865342072,0.93793796,0.934915766187166,0.933561804325426,0.9225709986335734
MLP,0.9401067462626232,0.951754297,0.9510809442379236,0.93356118099648,0.9510348105151148
countcp,1.0,0.0,0.0,0.0,0.0
random_forest,0.9587226854171844,0.957346775,0.9578533512424332,0.9573467749310904,0.9577163960486624
