Metric,0,5,10,15,20
CN2,0.9669392498048763,0.8132054794,0.8729074790089026,0.8745141655829656,0.8644490721823771
CategoricalNB,0.8829668076543553,0.8851008011999999,0.8771919719105445,0.8788629449030967,0.8808950741144321
DT,0.9589628677093873,0.9586446786,0.9580789575897354,0.9617433062934924,0.9593973624064078
KNN,0.94470380181943,0.948371359,0.9450005198477708,0.9457495382483755,0.9141251451279997
MLP,0.9635254193048841,0.9738970456,0.9758298111597103,0.9788387694110341,0.9835265488211717
countcp,0.976470847912408,0.030172413800000002,0.0,0.0,0.0
random_forest,0.9624493219697304,0.9627625999999999,0.9649553675554919,0.9653485527477209,0.9645940564962762
