CL,TP,FP,FN,T,T_T,T_P,Instances,Precision,Recall
3186,1982,1204,34,16.626641273498535,0.16280579566955566,16.46383547782898,2016_2016,0.6220966729441306,0.9831349206349206
265,214,51,2,1.2671024799346924,0.16280579566955566,1.1042966842651367,2016_216,0.8075471698113208,0.9907407407407407
10221,3136,7085,0,31.374638319015503,0.16280579566955566,31.211832523345947,2016_3136,0.30681929361119264,1.0
6754,3986,2768,64,39.95793962478638,0.16280579566955566,39.79513382911682,2016_4050,0.5901687888658572,0.9841975308641975
10668,4992,5676,0,52.52288031578064,0.16280579566955566,52.360074520111084,2016_4992,0.46794150731158607,1.0
680,544,136,0,3.4880402088165283,0.16280579566955566,3.3252344131469727,2016_544,0.8,1.0
82,56,26,0,0.49565839767456055,0.16280579566955566,0.3328526020050049,2016_56,0.6829268292682927,1.0
1383,810,573,0,5.4299421310424805,0.16280579566955566,5.267136335372925,2016_810,0.5856832971800434,1.0
2452,2016,436,0,16.4834041595459,0.09328007698059082,16.390124082565308,216_2016,0.8221859706362153,1.0
10416,3136,7280,0,31.2985737323761,0.09328007698059082,31.205293655395508,216_3136,0.3010752688172043,1.0
7004,4002,3002,48,39.994856119155884,0.09328007698059082,39.90157604217529,216_4050,0.5713877784123358,0.9881481481481481
12296,4992,7304,0,52.531826972961426,0.09328007698059082,52.438546895980835,216_4992,0.405985686402082,1.0
604,544,60,0,3.421929121017456,0.09328007698059082,3.3286490440368652,216_544,0.9006622516556292,1.0
80,56,24,0,0.4278428554534912,0.09328007698059082,0.3345627784729004,216_56,0.7,1.0
1323,810,513,0,5.364232778549194,0.09328007698059082,5.2709527015686035,216_810,0.6122448979591837,1.0
3424,2008,1416,8,17.177370071411133,0.8135602474212646,16.363809823989868,3136_2016,0.5864485981308412,0.996031746031746
432,216,216,0,1.9169423580169678,0.8135602474212646,1.1033821105957031,3136_216,0.5,1.0
11074,3136,7938,0,31.911257028579712,0.8135602474212646,31.097696781158447,3136_3136,0.2831858407079646,1.0
5302,4050,1252,0,40.7441201210022,0.8135602474212646,39.93055987358093,3136_4050,0.7638626933232743,1.0
9216,4992,4224,0,53.10628294944763,0.8135602474212646,52.29272270202637,3136_4992,0.5416666666666666,1.0
1216,544,672,0,4.135002136230469,0.8135602474212646,3.321441888809204,3136_544,0.4473684210526316,1.0
82,56,26,0,1.1469817161560059,0.8135602474212646,0.3334214687347412,3136_56,0.6829268292682927,1.0
1215,810,405,0,6.087715148925781,0.8135602474212646,5.274154901504517,3136_810,0.6666666666666666,1.0
3241,1988,1253,28,16.59726095199585,0.26593565940856934,16.33132529258728,4050_2016,0.6133909287257019,0.9861111111111112
409,216,193,0,1.3690896034240723,0.26593565940856934,1.103153944015503,4050_216,0.5281173594132029,1.0
4546,3124,1422,12,31.32864737510681,0.26593565940856934,31.062711715698242,4050_3136,0.6871975362956445,0.9961734693877551
10148,4992,5156,0,52.43713617324829,0.26593565940856934,52.17120051383972,4050_4992,0.49191959006700825,1.0
1130,544,586,0,3.5861170291900635,0.26593565940856934,3.320181369781494,4050_544,0.4814159292035398,1.0
88,56,32,0,0.5980226993560791,0.26593565940856934,0.33208703994750977,4050_56,0.6363636363636364,1.0
1281,810,471,0,5.52911376953125,0.26593565940856934,5.263178110122681,4050_810,0.6323185011709602,1.0
3142,1976,1166,40,17.30917763710022,0.8552846908569336,16.453892946243286,4992_2016,0.6288987905792489,0.9801587301587301
297,212,85,4,1.9565222263336182,0.8552846908569336,1.1012375354766846,4992_216,0.7138047138047138,0.9814814814814815
