CL,TP,FP,FN,T,T_T,T_P,Instances,Precision,Recall
1584,1584,0,432,0.06115293502807617,0.04669642448425293,0.014456510543823242,2016_2016,1.0,0.7857142857142857
180,180,0,36,0.048621416091918945,0.04669642448425293,0.0019249916076660156,2016_216,1.0,0.8333333333333334
2548,2548,0,588,0.06951236724853516,0.04669642448425293,0.022815942764282227,2016_3136,1.0,0.8125
3150,3150,0,900,0.07434773445129395,0.04669642448425293,0.027651309967041016,2016_4050,1.0,0.7777777777777778
3840,3840,0,1152,0.15102815628051758,0.04669642448425293,0.10433173179626465,2016_4992,1.0,0.7692307692307693
448,448,0,96,0.05121493339538574,0.04669642448425293,0.0045185089111328125,2016_544,1.0,0.8235294117647058
48,48,0,8,0.047646522521972656,0.04669642448425293,0.0009500980377197266,2016_56,1.0,0.8571428571428571
648,648,0,162,0.0530848503112793,0.04669642448425293,0.006388425827026367,2016_810,1.0,0.8
1584,1584,0,432,0.022637367248535156,0.005579471588134766,0.01705789566040039,216_2016,1.0,0.7857142857142857
2548,2548,0,588,0.02845144271850586,0.005579471588134766,0.022871971130371094,216_3136,1.0,0.8125
3150,3150,0,900,0.033882856369018555,0.005579471588134766,0.02830338478088379,216_4050,1.0,0.7777777777777778
3840,3840,0,1152,0.03948020935058594,0.005579471588134766,0.03390073776245117,216_4992,1.0,0.7692307692307693
448,448,0,96,0.01010894775390625,0.005579471588134766,0.004529476165771484,216_544,1.0,0.8235294117647058
48,48,0,8,0.006493330001831055,0.005579471588134766,0.0009138584136962891,216_56,1.0,0.8571428571428571
648,648,0,162,0.011986255645751953,0.005579471588134766,0.0064067840576171875,216_810,1.0,0.8
1584,1584,0,432,0.08919239044189453,0.07489776611328125,0.014294624328613281,3136_2016,1.0,0.7857142857142857
180,180,0,36,0.07695531845092773,0.07489776611328125,0.0020575523376464844,3136_216,1.0,0.8333333333333334
2548,2548,0,588,0.09764432907104492,0.07489776611328125,0.022746562957763672,3136_3136,1.0,0.8125
3150,3150,0,900,0.1028280258178711,0.07489776611328125,0.027930259704589844,3136_4050,1.0,0.7777777777777778
3840,3840,0,1152,0.10847687721252441,0.07489776611328125,0.033579111099243164,3136_4992,1.0,0.7692307692307693
448,448,0,96,0.07935333251953125,0.07489776611328125,0.00445556640625,3136_544,1.0,0.8235294117647058
48,48,0,8,0.07585287094116211,0.07489776611328125,0.0009551048278808594,3136_56,1.0,0.8571428571428571
648,648,0,162,0.08133769035339355,0.07489776611328125,0.006439924240112305,3136_810,1.0,0.8
1584,1584,0,432,0.18172717094421387,0.1673591136932373,0.014368057250976562,4050_2016,1.0,0.7857142857142857
180,180,0,36,0.1693112850189209,0.1673591136932373,0.0019521713256835938,4050_216,1.0,0.8333333333333334
2548,2548,0,588,0.1900343894958496,0.1673591136932373,0.022675275802612305,4050_3136,1.0,0.8125
3840,3840,0,1152,0.20128083229064941,0.1673591136932373,0.03392171859741211,4050_4992,1.0,0.7692307692307693
448,448,0,96,0.17191123962402344,0.1673591136932373,0.004552125930786133,4050_544,1.0,0.8235294117647058
48,48,0,8,0.16828346252441406,0.1673591136932373,0.0009243488311767578,4050_56,1.0,0.8571428571428571
648,648,0,162,0.17407441139221191,0.1673591136932373,0.006715297698974609,4050_810,1.0,0.8
1584,1584,0,432,0.20483756065368652,0.19062519073486328,0.014212369918823242,4992_2016,1.0,0.7857142857142857
180,180,0,36,0.19260835647583008,0.19062519073486328,0.001983165740966797,4992_216,1.0,0.8333333333333334
2548,2548,0,588,0.2131502628326416,0.19062519073486328,0.02252507209777832,4992_3136,1.0,0.8125
3150,3150,0,900,0.21818828582763672,0.19062519073486328,0.027563095092773438,4992_4050,1.0,0.7777777777777778
448,448,0,96,0.19506144523620605,0.19062519073486328,0.0044362545013427734,4992_544,1.0,0.8235294117647058
48,48,0,8,0.1914362907409668,0.19062519073486328,0.0008111000061035156,4992_56,1.0,0.8571428571428571
648,648,0,162,0.1973285675048828,0.19062519073486328,0.006703376770019531,4992_810,1.0,0.8
1584,1584,0,432,0.02780461311340332,0.013270139694213867,0.014534473419189453,544_2016,1.0,0.7857142857142857
180,180,0,36,0.015284538269042969,0.013270139694213867,0.0020143985748291016,544_216,1.0,0.8333333333333334
2548,2548,0,588,0.03628730773925781,0.013270139694213867,0.023017168045043945,544_3136,1.0,0.8125
