Metric,0,5,10,15,20
CN2,1.0,1.0,1.0,1.0,1.0
CategoricalNB,0.8722754937334787,0.872275494,0.872275494,0.873525076,0.874130083
DT,1.0,1.0,1.0,1.0,1.0
KNN,1.0,1.0,1.0,1.0,1.0
MLP,0.987161831980348,0.991697408,0.970084965,0.985575144,0.971521608
countcp,0.8611572628047822,0.861157263,0.861157263,0.861157263,0.861157263
random_forest,1.0,1.0,1.0,1.0,1.0
