Metric,0,5,10,15,20
CN2,0.9669392498048763,0.78259800375,0.7820770125,0.79150345075,0.7911774447500001
CategoricalNB,0.8829668076543553,0.86643735325,0.8589595565,0.84064726675,0.82302888425
DT,0.9589628677093873,0.961522981,0.9555193325,0.9589650797499999,0.958688149
KNN,0.94470380181943,0.9444206542500001,0.9437071035000001,0.94121761175,0.94113162125
MLP,0.9635254193048841,0.9565676854999999,0.957399906,0.96641145675,0.95096076025
countcp,0.976470847912408,0.976470848,0.976470848,0.976470848,0.976470848
random_forest,0.9624493219697304,0.9574469385,0.95853185825,0.9573371552500001,0.95302870775
