Metric,0,5,10,15,20
CN2,0.9740602433038472,0.884143985,0.850091725,0.890978031,0.882466485
CategoricalNB,0.6307569940270612,0.61189095,0.590002959,0.574053523,0.552608811
DT,0.9748130279082546,0.988771372,0.961038887,0.976269988,0.976269988
KNN,0.940880721373482,0.940492329,0.93901061,0.927755402,0.928958977
MLP,0.9896806992546796,0.983128185,0.986885005,0.976522341,0.983320209
countcp,1.0,1.0,1.0,1.0,1.0
random_forest,0.9805625251555298,0.968467508,0.975211803,0.983466927,0.96689232
