Metric,0,5,10,15,20
CN2,0.987813364266026,0.833718743,0.87056321,0.864958749,0.885716278
CategoricalNB,0.9419841165919473,0.930119197,0.922096001,0.8925206,0.880642391
DT,0.9573467749310904,0.957346775,0.957346775,0.957346775,0.957346775
KNN,0.932507865342072,0.932507865,0.930391183,0.932034315,0.931474566
MLP,0.9401067462626232,0.911379431,0.894692036,0.929007209,0.853498795
countcp,1.0,1.0,1.0,1.0,1.0
random_forest,0.9587226854171844,0.957346775,0.957346775,0.956881992,0.955592455
